Wavelength (nm), Intensity (a.u.)
618.940,7.8917e-05
618.950,7.8932e-05
618.960,7.8947e-05
618.970,7.8963e-05
618.980,7.8978e-05
618.990,7.8994e-05
619.000,7.9009e-05
619.010,7.9025e-05
619.020,7.9040e-05
619.030,7.9056e-05
619.040,7.9072e-05
619.050,7.9088e-05
619.060,7.9103e-05
619.070,7.9119e-05
619.080,7.9135e-05
619.090,7.9151e-05
619.100,7.9167e-05
619.110,7.9183e-05
619.120,7.9199e-05
619.130,7.9215e-05
619.140,7.9231e-05
619.150,7.9247e-05
619.160,7.9263e-05
619.170,7.9280e-05
619.180,7.9296e-05
619.190,7.9312e-05
619.200,7.9329e-05
619.210,7.9345e-05
619.220,7.9361e-05
619.230,7.9378e-05
619.240,7.9394e-05
619.250,7.9411e-05
619.260,7.9428e-05
619.270,7.9444e-05
619.280,7.9461e-05
619.290,7.9478e-05
619.300,7.9495e-05
619.310,7.9511e-05
619.320,7.9528e-05
619.330,7.9545e-05
619.340,7.9562e-05
619.350,7.9579e-05
619.360,7.9596e-05
619.370,7.9613e-05
619.380,7.9631e-05
619.390,7.9648e-05
619.400,7.9665e-05
619.410,7.9682e-05
619.420,7.9700e-05
619.430,7.9717e-05
619.440,7.9735e-05
619.450,7.9752e-05
619.460,7.9769e-05
619.470,7.9787e-05
619.480,7.9805e-05
619.490,7.9822e-05
619.500,7.9840e-05
619.510,7.9858e-05
619.520,7.9875e-05
619.530,7.9893e-05
619.540,7.9911e-05
619.550,7.9929e-05
619.560,7.9947e-05
619.570,7.9965e-05
619.580,7.9983e-05
619.590,8.0001e-05
619.600,8.0019e-05
619.610,8.0037e-05
619.620,8.0056e-05
619.630,8.0074e-05
619.640,8.0092e-05
619.650,8.0111e-05
619.660,8.0129e-05
619.670,8.0148e-05
619.680,8.0166e-05
619.690,8.0185e-05
619.700,8.0203e-05
619.710,8.0222e-05
619.720,8.0240e-05
619.730,8.0259e-05
619.740,8.0278e-05
619.750,8.0297e-05
619.760,8.0316e-05
619.770,8.0335e-05
619.780,8.0354e-05
619.790,8.0373e-05
619.800,8.0392e-05
619.810,8.0411e-05
619.820,8.0430e-05
619.830,8.0449e-05
619.840,8.0468e-05
619.850,8.0488e-05
619.860,8.0507e-05
619.870,8.0526e-05
619.880,8.0546e-05
619.890,8.0565e-05
619.900,8.0585e-05
619.910,8.0604e-05
619.920,8.0624e-05
619.930,8.0644e-05
619.940,8.0663e-05
619.950,8.0683e-05
619.960,8.0703e-05
619.970,8.0723e-05
619.980,8.0743e-05
619.990,8.0763e-05
620.000,8.0783e-05
620.010,8.0803e-05
620.020,8.0823e-05
620.030,8.0843e-05
620.040,8.0863e-05
620.050,8.0883e-05
620.060,8.0904e-05
620.070,8.0924e-05
620.080,8.0944e-05
620.090,8.0965e-05
620.100,8.0985e-05
620.110,8.1006e-05
620.120,8.1026e-05
620.130,8.1047e-05
620.140,8.1068e-05
620.150,8.1088e-05
620.160,8.1109e-05
620.170,8.1130e-05
620.180,8.1151e-05
620.190,8.1172e-05
620.200,8.1193e-05
620.210,8.1214e-05
620.220,8.1235e-05
620.230,8.1256e-05
620.240,8.1277e-05
620.250,8.1298e-05
620.260,8.1319e-05
620.270,8.1341e-05
620.280,8.1362e-05
620.290,8.1384e-05
620.300,8.1405e-05
620.310,8.1427e-05
620.320,8.1448e-05
620.330,8.1470e-05
620.340,8.1491e-05
620.350,8.1513e-05
620.360,8.1535e-05
620.370,8.1557e-05
620.380,8.1579e-05
620.390,8.1600e-05
620.400,8.1622e-05
620.410,8.1644e-05
620.420,8.1666e-05
620.430,8.1689e-05
620.440,8.1711e-05
620.450,8.1733e-05
620.460,8.1755e-05
620.470,8.1778e-05
620.480,8.1800e-05
620.490,8.1822e-05
620.500,8.1845e-05
620.510,8.1867e-05
620.520,8.1890e-05
620.530,8.1913e-05
620.540,8.1935e-05
620.550,8.1958e-05
620.560,8.1981e-05
620.570,8.2004e-05
620.580,8.2026e-05
620.590,8.2049e-05
620.600,8.2072e-05
620.610,8.2095e-05
620.620,8.2118e-05
620.630,8.2142e-05
620.640,8.2165e-05
620.650,8.2188e-05
620.660,8.2211e-05
620.670,8.2235e-05
620.680,8.2258e-05
620.690,8.2282e-05
620.700,8.2305e-05
620.710,8.2329e-05
620.720,8.2352e-05
620.730,8.2376e-05
620.740,8.2400e-05
620.750,8.2423e-05
620.760,8.2447e-05
620.770,8.2471e-05
620.780,8.2495e-05
620.790,8.2519e-05
620.800,8.2543e-05
620.810,8.2567e-05
620.820,8.2591e-05
620.830,8.2616e-05
620.840,8.2640e-05
620.850,8.2664e-05
620.860,8.2688e-05
620.870,8.2713e-05
620.880,8.2737e-05
620.890,8.2762e-05
620.900,8.2786e-05
620.910,8.2811e-05
620.920,8.2836e-05
620.930,8.2861e-05
620.940,8.2885e-05
620.950,8.2910e-05
620.960,8.2935e-05
620.970,8.2960e-05
620.980,8.2985e-05
620.990,8.3010e-05
621.000,8.3035e-05
621.010,8.3060e-05
621.020,8.3086e-05
621.030,8.3111e-05
621.040,8.3136e-05
621.050,8.3162e-05
621.060,8.3187e-05
621.070,8.3213e-05
621.080,8.3238e-05
621.090,8.3264e-05
621.100,8.3290e-05
621.110,8.3315e-05
621.120,8.3341e-05
621.130,8.3367e-05
621.140,8.3393e-05
621.150,8.3419e-05
621.160,8.3445e-05
621.170,8.3471e-05
621.180,8.3497e-05
621.190,8.3523e-05
621.200,8.3549e-05
621.210,8.3576e-05
621.220,8.3602e-05
621.230,8.3629e-05
621.240,8.3655e-05
621.250,8.3682e-05
621.260,8.3708e-05
621.270,8.3735e-05
621.280,8.3762e-05
621.290,8.3788e-05
621.300,8.3815e-05
621.310,8.3842e-05
621.320,8.3869e-05
621.330,8.3896e-05
621.340,8.3923e-05
621.350,8.3950e-05
621.360,8.3977e-05
621.370,8.4004e-05
621.380,8.4032e-05
621.390,8.4059e-05
621.400,8.4086e-05
621.410,8.4114e-05
621.420,8.4141e-05
621.430,8.4169e-05
621.440,8.4197e-05
621.450,8.4224e-05
621.460,8.4252e-05
621.470,8.4280e-05
621.480,8.4308e-05
621.490,8.4336e-05
621.500,8.4364e-05
621.510,8.4392e-05
621.520,8.4420e-05
621.530,8.4448e-05
621.540,8.4476e-05
621.550,8.4505e-05
621.560,8.4533e-05
621.570,8.4561e-05
621.580,8.4590e-05
621.590,8.4618e-05
621.600,8.4647e-05
621.610,8.4676e-05
621.620,8.4704e-05
621.630,8.4733e-05
621.640,8.4762e-05
621.650,8.4791e-05
621.660,8.4820e-05
621.670,8.4849e-05
621.680,8.4878e-05
621.690,8.4907e-05
621.700,8.4936e-05
621.710,8.4965e-05
621.720,8.4995e-05
621.730,8.5024e-05
621.740,8.5054e-05
621.750,8.5083e-05
621.760,8.5113e-05
621.770,8.5142e-05
621.780,8.5172e-05
621.790,8.5202e-05
621.800,8.5232e-05
621.810,8.5262e-05
621.820,8.5291e-05
621.830,8.5321e-05
621.840,8.5352e-05
621.850,8.5382e-05
621.860,8.5412e-05
621.870,8.5442e-05
621.880,8.5472e-05
621.890,8.5503e-05
621.900,8.5533e-05
621.910,8.5564e-05
621.920,8.5594e-05
621.930,8.5625e-05
621.940,8.5656e-05
621.950,8.5687e-05
621.960,8.5717e-05
621.970,8.5748e-05
621.980,8.5779e-05
621.990,8.5810e-05
622.000,8.5841e-05
622.010,8.5873e-05
622.020,8.5904e-05
622.030,8.5935e-05
622.040,8.5966e-05
622.050,8.5998e-05
622.060,8.6029e-05
622.070,8.6061e-05
622.080,8.6092e-05
622.090,8.6124e-05
622.100,8.6156e-05
622.110,8.6188e-05
622.120,8.6220e-05
622.130,8.6252e-05
622.140,8.6284e-05
622.150,8.6316e-05
622.160,8.6348e-05
622.170,8.6380e-05
622.180,8.6412e-05
622.190,8.6445e-05
622.200,8.6477e-05
622.210,8.6509e-05
622.220,8.6542e-05
622.230,8.6575e-05
622.240,8.6607e-05
622.250,8.6640e-05
622.260,8.6673e-05
622.270,8.6706e-05
622.280,8.6739e-05
622.290,8.6772e-05
622.300,8.6805e-05
622.310,8.6838e-05
622.320,8.6871e-05
622.330,8.6904e-05
622.340,8.6938e-05
622.350,8.6971e-05
622.360,8.7005e-05
622.370,8.7038e-05
622.380,8.7072e-05
622.390,8.7106e-05
622.400,8.7139e-05
622.410,8.7173e-05
622.420,8.7207e-05
622.430,8.7241e-05
622.440,8.7275e-05
622.450,8.7309e-05
622.460,8.7343e-05
622.470,8.7378e-05
622.480,8.7412e-05
622.490,8.7446e-05
622.500,8.7481e-05
622.510,8.7515e-05
622.520,8.7550e-05
622.530,8.7585e-05
622.540,8.7619e-05
622.550,8.7654e-05
622.560,8.7689e-05
622.570,8.7724e-05
622.580,8.7759e-05
622.590,8.7794e-05
622.600,8.7829e-05
622.610,8.7865e-05
622.620,8.7900e-05
622.630,8.7935e-05
622.640,8.7971e-05
622.650,8.8006e-05
622.660,8.8042e-05
622.670,8.8078e-05
622.680,8.8113e-05
622.690,8.8149e-05
622.700,8.8185e-05
622.710,8.8221e-05
622.720,8.8257e-05
622.730,8.8293e-05
622.740,8.8329e-05
622.750,8.8366e-05
622.760,8.8402e-05
622.770,8.8438e-05
622.780,8.8475e-05
622.790,8.8511e-05
622.800,8.8548e-05
622.810,8.8585e-05
622.820,8.8622e-05
622.830,8.8658e-05
622.840,8.8695e-05
622.850,8.8732e-05
622.860,8.8769e-05
622.870,8.8807e-05
622.880,8.8844e-05
622.890,8.8881e-05
622.900,8.8918e-05
622.910,8.8956e-05
622.920,8.8993e-05
622.930,8.9031e-05
622.940,8.9069e-05
622.950,8.9107e-05
622.960,8.9144e-05
622.970,8.9182e-05
622.980,8.9220e-05
622.990,8.9258e-05
623.000,8.9296e-05
623.010,8.9335e-05
623.020,8.9373e-05
623.030,8.9411e-05
623.040,8.9450e-05
623.050,8.9488e-05
623.060,8.9527e-05
623.070,8.9566e-05
623.080,8.9604e-05
623.090,8.9643e-05
623.100,8.9682e-05
623.110,8.9721e-05
623.120,8.9760e-05
623.130,8.9799e-05
623.140,8.9839e-05
623.150,8.9878e-05
623.160,8.9917e-05
623.170,8.9957e-05
623.180,8.9996e-05
623.190,9.0036e-05
623.200,9.0076e-05
623.210,9.0116e-05
623.220,9.0155e-05
623.230,9.0195e-05
623.240,9.0235e-05
623.250,9.0275e-05
623.260,9.0316e-05
623.270,9.0356e-05
623.280,9.0396e-05
623.290,9.0437e-05
623.300,9.0477e-05
623.310,9.0518e-05
623.320,9.0559e-05
623.330,9.0599e-05
623.340,9.0640e-05
623.350,9.0681e-05
623.360,9.0722e-05
623.370,9.0763e-05
623.380,9.0804e-05
623.390,9.0846e-05
623.400,9.0887e-05
623.410,9.0928e-05
623.420,9.0970e-05
623.430,9.1011e-05
623.440,9.1053e-05
623.450,9.1095e-05
623.460,9.1137e-05
623.470,9.1179e-05
623.480,9.1221e-05
623.490,9.1263e-05
623.500,9.1305e-05
623.510,9.1347e-05
623.520,9.1390e-05
623.530,9.1432e-05
623.540,9.1474e-05
623.550,9.1517e-05
623.560,9.1560e-05
623.570,9.1603e-05
623.580,9.1645e-05
623.590,9.1688e-05
623.600,9.1731e-05
623.610,9.1774e-05
623.620,9.1818e-05
623.630,9.1861e-05
623.640,9.1904e-05
623.650,9.1948e-05
623.660,9.1991e-05
623.670,9.2035e-05
623.680,9.2079e-05
623.690,9.2123e-05
623.700,9.2166e-05
623.710,9.2210e-05
623.720,9.2255e-05
623.730,9.2299e-05
623.740,9.2343e-05
623.750,9.2387e-05
623.760,9.2432e-05
623.770,9.2476e-05
623.780,9.2521e-05
623.790,9.2566e-05
623.800,9.2610e-05
623.810,9.2655e-05
623.820,9.2700e-05
623.830,9.2745e-05
623.840,9.2790e-05
623.850,9.2836e-05
623.860,9.2881e-05
623.870,9.2926e-05
623.880,9.2972e-05
623.890,9.3017e-05
623.900,9.3063e-05
623.910,9.3109e-05
623.920,9.3155e-05
623.930,9.3201e-05
623.940,9.3247e-05
623.950,9.3293e-05
623.960,9.3339e-05
623.970,9.3386e-05
623.980,9.3432e-05
623.990,9.3479e-05
624.000,9.3525e-05
624.010,9.3572e-05
624.020,9.3619e-05
624.030,9.3666e-05
624.040,9.3713e-05
624.050,9.3760e-05
624.060,9.3807e-05
624.070,9.3854e-05
624.080,9.3902e-05
624.090,9.3949e-05
624.100,9.3997e-05
624.110,9.4044e-05
624.120,9.4092e-05
624.130,9.4140e-05
624.140,9.4188e-05
624.150,9.4236e-05
624.160,9.4284e-05
624.170,9.4332e-05
624.180,9.4380e-05
624.190,9.4429e-05
624.200,9.4477e-05
624.210,9.4526e-05
624.220,9.4575e-05
624.230,9.4624e-05
624.240,9.4672e-05
624.250,9.4721e-05
624.260,9.4771e-05
624.270,9.4820e-05
624.280,9.4869e-05
624.290,9.4919e-05
624.300,9.4968e-05
624.310,9.5018e-05
624.320,9.5067e-05
624.330,9.5117e-05
624.340,9.5167e-05
624.350,9.5217e-05
624.360,9.5267e-05
624.370,9.5317e-05
624.380,9.5368e-05
624.390,9.5418e-05
624.400,9.5469e-05
624.410,9.5519e-05
624.420,9.5570e-05
624.430,9.5621e-05
624.440,9.5672e-05
624.450,9.5723e-05
624.460,9.5774e-05
624.470,9.5825e-05
624.480,9.5876e-05
624.490,9.5928e-05
624.500,9.5979e-05
624.510,9.6031e-05
624.520,9.6083e-05
624.530,9.6134e-05
624.540,9.6186e-05
624.550,9.6238e-05
624.560,9.6291e-05
624.570,9.6343e-05
624.580,9.6395e-05
624.590,9.6448e-05
624.600,9.6500e-05
624.610,9.6553e-05
624.620,9.6606e-05
624.630,9.6659e-05
624.640,9.6712e-05
624.650,9.6765e-05
624.660,9.6818e-05
624.670,9.6871e-05
624.680,9.6925e-05
624.690,9.6978e-05
624.700,9.7032e-05
624.710,9.7086e-05
624.720,9.7139e-05
624.730,9.7193e-05
624.740,9.7248e-05
624.750,9.7302e-05
624.760,9.7356e-05
624.770,9.7410e-05
624.780,9.7465e-05
624.790,9.7520e-05
624.800,9.7574e-05
624.810,9.7629e-05
624.820,9.7684e-05
624.830,9.7739e-05
624.840,9.7794e-05
624.850,9.7850e-05
624.860,9.7905e-05
624.870,9.7961e-05
624.880,9.8016e-05
624.890,9.8072e-05
624.900,9.8128e-05
624.910,9.8184e-05
624.920,9.8240e-05
624.930,9.8296e-05
624.940,9.8352e-05
624.950,9.8409e-05
624.960,9.8465e-05
624.970,9.8522e-05
624.980,9.8579e-05
624.990,9.8636e-05
625.000,9.8693e-05
625.010,9.8750e-05
625.020,9.8807e-05
625.030,9.8864e-05
625.040,9.8922e-05
625.050,9.8979e-05
625.060,9.9037e-05
625.070,9.9095e-05
625.080,9.9153e-05
625.090,9.9211e-05
625.100,9.9269e-05
625.110,9.9327e-05
625.120,9.9386e-05
625.130,9.9444e-05
625.140,9.9503e-05
625.150,9.9561e-05
625.160,9.9620e-05
625.170,9.9679e-05
625.180,9.9738e-05
625.190,9.9798e-05
625.200,9.9857e-05
625.210,9.9917e-05
625.220,9.9976e-05
625.230,1.0004e-04
625.240,1.0010e-04
625.250,1.0016e-04
625.260,1.0022e-04
625.270,1.0028e-04
625.280,1.0034e-04
625.290,1.0040e-04
625.300,1.0046e-04
625.310,1.0052e-04
625.320,1.0058e-04
625.330,1.0064e-04
625.340,1.0070e-04
625.350,1.0076e-04
625.360,1.0082e-04
625.370,1.0088e-04
625.380,1.0095e-04
625.390,1.0101e-04
625.400,1.0107e-04
625.410,1.0113e-04
625.420,1.0119e-04
625.430,1.0126e-04
625.440,1.0132e-04
625.450,1.0138e-04
625.460,1.0144e-04
625.470,1.0151e-04
625.480,1.0157e-04
625.490,1.0163e-04
625.500,1.0170e-04
625.510,1.0176e-04
625.520,1.0182e-04
625.530,1.0189e-04
625.540,1.0195e-04
625.550,1.0201e-04
625.560,1.0208e-04
625.570,1.0214e-04
625.580,1.0220e-04
625.590,1.0227e-04
625.600,1.0233e-04
625.610,1.0240e-04
625.620,1.0246e-04
625.630,1.0253e-04
625.640,1.0259e-04
625.650,1.0266e-04
625.660,1.0272e-04
625.670,1.0279e-04
625.680,1.0285e-04
625.690,1.0292e-04
625.700,1.0298e-04
625.710,1.0305e-04
625.720,1.0312e-04
625.730,1.0318e-04
625.740,1.0325e-04
625.750,1.0332e-04
625.760,1.0338e-04
625.770,1.0345e-04
625.780,1.0352e-04
625.790,1.0358e-04
625.800,1.0365e-04
625.810,1.0372e-04
625.820,1.0378e-04
625.830,1.0385e-04
625.840,1.0392e-04
625.850,1.0399e-04
625.860,1.0406e-04
625.870,1.0412e-04
625.880,1.0419e-04
625.890,1.0426e-04
625.900,1.0433e-04
625.910,1.0440e-04
625.920,1.0447e-04
625.930,1.0454e-04
625.940,1.0460e-04
625.950,1.0467e-04
625.960,1.0474e-04
625.970,1.0481e-04
625.980,1.0488e-04
625.990,1.0495e-04
626.000,1.0502e-04
626.010,1.0509e-04
626.020,1.0516e-04
626.030,1.0523e-04
626.040,1.0530e-04
626.050,1.0537e-04
626.060,1.0544e-04
626.070,1.0552e-04
626.080,1.0559e-04
626.090,1.0566e-04
626.100,1.0573e-04
626.110,1.0580e-04
626.120,1.0587e-04
626.130,1.0595e-04
626.140,1.0602e-04
626.150,1.0609e-04
626.160,1.0616e-04
626.170,1.0623e-04
626.180,1.0631e-04
626.190,1.0638e-04
626.200,1.0645e-04
626.210,1.0653e-04
626.220,1.0660e-04
626.230,1.0667e-04
626.240,1.0675e-04
626.250,1.0682e-04
626.260,1.0689e-04
626.270,1.0697e-04
626.280,1.0704e-04
626.290,1.0712e-04
626.300,1.0719e-04
626.310,1.0727e-04
626.320,1.0734e-04
626.330,1.0742e-04
626.340,1.0749e-04
626.350,1.0757e-04
626.360,1.0764e-04
626.370,1.0772e-04
626.380,1.0779e-04
626.390,1.0787e-04
626.400,1.0794e-04
626.410,1.0802e-04
626.420,1.0810e-04
626.430,1.0817e-04
626.440,1.0825e-04
626.450,1.0833e-04
626.460,1.0840e-04
626.470,1.0848e-04
626.480,1.0856e-04
626.490,1.0864e-04
626.500,1.0871e-04
626.510,1.0879e-04
626.520,1.0887e-04
626.530,1.0895e-04
626.540,1.0903e-04
626.550,1.0911e-04
626.560,1.0919e-04
626.570,1.0926e-04
626.580,1.0934e-04
626.590,1.0942e-04
626.600,1.0950e-04
626.610,1.0958e-04
626.620,1.0966e-04
626.630,1.0974e-04
626.640,1.0982e-04
626.650,1.0990e-04
626.660,1.0998e-04
626.670,1.1006e-04
626.680,1.1014e-04
626.690,1.1022e-04
626.700,1.1031e-04
626.710,1.1039e-04
626.720,1.1047e-04
626.730,1.1055e-04
626.740,1.1063e-04
626.750,1.1071e-04
626.760,1.1080e-04
626.770,1.1088e-04
626.780,1.1096e-04
626.790,1.1104e-04
626.800,1.1113e-04
626.810,1.1121e-04
626.820,1.1129e-04
626.830,1.1138e-04
626.840,1.1146e-04
626.850,1.1154e-04
626.860,1.1163e-04
626.870,1.1171e-04
626.880,1.1180e-04
626.890,1.1188e-04
626.900,1.1197e-04
626.910,1.1205e-04
626.920,1.1214e-04
626.930,1.1222e-04
626.940,1.1231e-04
626.950,1.1239e-04
626.960,1.1248e-04
626.970,1.1256e-04
626.980,1.1265e-04
626.990,1.1274e-04
627.000,1.1282e-04
627.010,1.1291e-04
627.020,1.1300e-04
627.030,1.1309e-04
627.040,1.1317e-04
627.050,1.1326e-04
627.060,1.1335e-04
627.070,1.1344e-04
627.080,1.1352e-04
627.090,1.1361e-04
627.100,1.1370e-04
627.110,1.1379e-04
627.120,1.1388e-04
627.130,1.1397e-04
627.140,1.1406e-04
627.150,1.1415e-04
627.160,1.1424e-04
627.170,1.1433e-04
627.180,1.1442e-04
627.190,1.1451e-04
627.200,1.1460e-04
627.210,1.1469e-04
627.220,1.1478e-04
627.230,1.1487e-04
627.240,1.1496e-04
627.250,1.1505e-04
627.260,1.1514e-04
627.270,1.1524e-04
627.280,1.1533e-04
627.290,1.1542e-04
627.300,1.1551e-04
627.310,1.1561e-04
627.320,1.1570e-04
627.330,1.1579e-04
627.340,1.1589e-04
627.350,1.1598e-04
627.360,1.1607e-04
627.370,1.1617e-04
627.380,1.1626e-04
627.390,1.1636e-04
627.400,1.1645e-04
627.410,1.1655e-04
627.420,1.1664e-04
627.430,1.1674e-04
627.440,1.1683e-04
627.450,1.1693e-04
627.460,1.1702e-04
627.470,1.1712e-04
627.480,1.1722e-04
627.490,1.1731e-04
627.500,1.1741e-04
627.510,1.1751e-04
627.520,1.1760e-04
627.530,1.1770e-04
627.540,1.1780e-04
627.550,1.1790e-04
627.560,1.1800e-04
627.570,1.1809e-04
627.580,1.1819e-04
627.590,1.1829e-04
627.600,1.1839e-04
627.610,1.1849e-04
627.620,1.1859e-04
627.630,1.1869e-04
627.640,1.1879e-04
627.650,1.1889e-04
627.660,1.1899e-04
627.670,1.1909e-04
627.680,1.1919e-04
627.690,1.1929e-04
627.700,1.1939e-04
627.710,1.1950e-04
627.720,1.1960e-04
627.730,1.1970e-04
627.740,1.1980e-04
627.750,1.1990e-04
627.760,1.2001e-04
627.770,1.2011e-04
627.780,1.2021e-04
627.790,1.2032e-04
627.800,1.2042e-04
627.810,1.2052e-04
627.820,1.2063e-04
627.830,1.2073e-04
627.840,1.2084e-04
627.850,1.2094e-04
627.860,1.2105e-04
627.870,1.2115e-04
627.880,1.2126e-04
627.890,1.2137e-04
627.900,1.2147e-04
627.910,1.2158e-04
627.920,1.2168e-04
627.930,1.2179e-04
627.940,1.2190e-04
627.950,1.2201e-04
627.960,1.2211e-04
627.970,1.2222e-04
627.980,1.2233e-04
627.990,1.2244e-04
628.000,1.2255e-04
628.010,1.2266e-04
628.020,1.2277e-04
628.030,1.2288e-04
628.040,1.2299e-04
628.050,1.2310e-04
628.060,1.2321e-04
628.070,1.2332e-04
628.080,1.2343e-04
628.090,1.2354e-04
628.100,1.2365e-04
628.110,1.2376e-04
628.120,1.2387e-04
628.130,1.2398e-04
628.140,1.2410e-04
628.150,1.2421e-04
628.160,1.2432e-04
628.170,1.2444e-04
628.180,1.2455e-04
628.190,1.2466e-04
628.200,1.2478e-04
628.210,1.2489e-04
628.220,1.2501e-04
628.230,1.2512e-04
628.240,1.2524e-04
628.250,1.2535e-04
628.260,1.2547e-04
628.270,1.2558e-04
628.280,1.2570e-04
628.290,1.2582e-04
628.300,1.2593e-04
628.310,1.2605e-04
628.320,1.2617e-04
628.330,1.2628e-04
628.340,1.2640e-04
628.350,1.2652e-04
628.360,1.2664e-04
628.370,1.2676e-04
628.380,1.2688e-04
628.390,1.2700e-04
628.400,1.2712e-04
628.410,1.2724e-04
628.420,1.2736e-04
628.430,1.2748e-04
628.440,1.2760e-04
628.450,1.2772e-04
628.460,1.2784e-04
628.470,1.2796e-04
628.480,1.2808e-04
628.490,1.2821e-04
628.500,1.2833e-04
628.510,1.2845e-04
628.520,1.2858e-04
628.530,1.2870e-04
628.540,1.2882e-04
628.550,1.2895e-04
628.560,1.2907e-04
628.570,1.2920e-04
628.580,1.2932e-04
628.590,1.2945e-04
628.600,1.2957e-04
628.610,1.2970e-04
628.620,1.2983e-04
628.630,1.2995e-04
628.640,1.3008e-04
628.650,1.3021e-04
628.660,1.3033e-04
628.670,1.3046e-04
628.680,1.3059e-04
628.690,1.3072e-04
628.700,1.3085e-04
628.710,1.3098e-04
628.720,1.3111e-04
628.730,1.3124e-04
628.740,1.3137e-04
628.750,1.3150e-04
628.760,1.3163e-04
628.770,1.3176e-04
628.780,1.3189e-04
628.790,1.3202e-04
628.800,1.3216e-04
628.810,1.3229e-04
628.820,1.3242e-04
628.830,1.3256e-04
628.840,1.3269e-04
628.850,1.3282e-04
628.860,1.3296e-04
628.870,1.3309e-04
628.880,1.3323e-04
628.890,1.3336e-04
628.900,1.3350e-04
628.910,1.3363e-04
628.920,1.3377e-04
628.930,1.3391e-04
628.940,1.3404e-04
628.950,1.3418e-04
628.960,1.3432e-04
628.970,1.3446e-04
628.980,1.3460e-04
628.990,1.3474e-04
629.000,1.3487e-04
629.010,1.3501e-04
629.020,1.3515e-04
629.030,1.3529e-04
629.040,1.3544e-04
629.050,1.3558e-04
629.060,1.3572e-04
629.070,1.3586e-04
629.080,1.3600e-04
629.090,1.3614e-04
629.100,1.3629e-04
629.110,1.3643e-04
629.120,1.3658e-04
629.130,1.3672e-04
629.140,1.3686e-04
629.150,1.3701e-04
629.160,1.3715e-04
629.170,1.3730e-04
629.180,1.3745e-04
629.190,1.3759e-04
629.200,1.3774e-04
629.210,1.3789e-04
629.220,1.3803e-04
629.230,1.3818e-04
629.240,1.3833e-04
629.250,1.3848e-04
629.260,1.3863e-04
629.270,1.3878e-04
629.280,1.3893e-04
629.290,1.3908e-04
629.300,1.3923e-04
629.310,1.3938e-04
629.320,1.3953e-04
629.330,1.3969e-04
629.340,1.3984e-04
629.350,1.3999e-04
629.360,1.4014e-04
629.370,1.4030e-04
629.380,1.4045e-04
629.390,1.4061e-04
629.400,1.4076e-04
629.410,1.4092e-04
629.420,1.4107e-04
629.430,1.4123e-04
629.440,1.4139e-04
629.450,1.4154e-04
629.460,1.4170e-04
629.470,1.4186e-04
629.480,1.4202e-04
629.490,1.4218e-04
629.500,1.4234e-04
629.510,1.4250e-04
629.520,1.4266e-04
629.530,1.4282e-04
629.540,1.4298e-04
629.550,1.4314e-04
629.560,1.4330e-04
629.570,1.4347e-04
629.580,1.4363e-04
629.590,1.4379e-04
629.600,1.4396e-04
629.610,1.4412e-04
629.620,1.4429e-04
629.630,1.4445e-04
629.640,1.4462e-04
629.650,1.4478e-04
629.660,1.4495e-04
629.670,1.4512e-04
629.680,1.4529e-04
629.690,1.4545e-04
629.700,1.4562e-04
629.710,1.4579e-04
629.720,1.4596e-04
629.730,1.4613e-04
629.740,1.4630e-04
629.750,1.4647e-04
629.760,1.4665e-04
629.770,1.4682e-04
629.780,1.4699e-04
629.790,1.4716e-04
629.800,1.4734e-04
629.810,1.4751e-04
629.820,1.4769e-04
629.830,1.4786e-04
629.840,1.4804e-04
629.850,1.4821e-04
629.860,1.4839e-04
629.870,1.4857e-04
629.880,1.4875e-04
629.890,1.4892e-04
629.900,1.4910e-04
629.910,1.4928e-04
629.920,1.4946e-04
629.930,1.4964e-04
629.940,1.4982e-04
629.950,1.5001e-04
629.960,1.5019e-04
629.970,1.5037e-04
629.980,1.5055e-04
629.990,1.5074e-04
630.000,1.5092e-04
630.010,1.5111e-04
630.020,1.5129e-04
630.030,1.5148e-04
630.040,1.5166e-04
630.050,1.5185e-04
630.060,1.5204e-04
630.070,1.5223e-04
630.080,1.5242e-04
630.090,1.5261e-04
630.100,1.5280e-04
630.110,1.5299e-04
630.120,1.5318e-04
630.130,1.5337e-04
630.140,1.5356e-04
630.150,1.5376e-04
630.160,1.5395e-04
630.170,1.5414e-04
630.180,1.5434e-04
630.190,1.5453e-04
630.200,1.5473e-04
630.210,1.5493e-04
630.220,1.5512e-04
630.230,1.5532e-04
630.240,1.5552e-04
630.250,1.5572e-04
630.260,1.5592e-04
630.270,1.5612e-04
630.280,1.5632e-04
630.290,1.5652e-04
630.300,1.5672e-04
630.310,1.5693e-04
630.320,1.5713e-04
630.330,1.5734e-04
630.340,1.5754e-04
630.350,1.5775e-04
630.360,1.5795e-04
630.370,1.5816e-04
630.380,1.5837e-04
630.390,1.5858e-04
630.400,1.5878e-04
630.410,1.5899e-04
630.420,1.5920e-04
630.430,1.5942e-04
630.440,1.5963e-04
630.450,1.5984e-04
630.460,1.6005e-04
630.470,1.6027e-04
630.480,1.6048e-04
630.490,1.6070e-04
630.500,1.6091e-04
630.510,1.6113e-04
630.520,1.6135e-04
630.530,1.6156e-04
630.540,1.6178e-04
630.550,1.6200e-04
630.560,1.6222e-04
630.570,1.6244e-04
630.580,1.6267e-04
